UNITID,RRFTCT,RET_PCF,STUFACR 
163921,11,9,6
163976,122,86,8
164058,102,58,29
164076,2747,86,16
164100,184,63,18
164155,1171,97,9
164173,752,79,15
164216,349,85,11
164270,453,83,11
164313,409,42,15
164438,1,100,16
164447,344,69,13
164465,466,98,8
164492,242,66,11
164535,16,88,9
164562,502,83,12
164580,489,94,14
164599,,,4
164614,17,41,9
164632,136,77,12
164641,63,89,19
164678,29,86,11
164720,315,67,16
164739,974,94,12
164748,768,84,12
164775,278,56,15
164845,86,69,18
164872,15,67,4
164924,2305,96,15
164933,133,89,6
164988,3807,93,13
165015,833,93,10
165024,1451,81,19
165033,1493,61,18
165060,3,67,15
165112,1140,67,17
165167,28,61,9
165194,485,55,13
165255,53,98,12
165264,0,,8
165334,614,88,10
165529,640,71,11
165556,59,73,23
165574,155,70,17
165608,8,100,10
165635,28,46,14
165644,165,72,14
165662,862,89,15
165671,515,79,14
165699,629,83,13
165750,37,57,10
165802,109,60,17
165820,790,77,15
165866,804,75,16
165884,0,,10
165936,477,81,13
165981,205,60,13
166009,20,85,4
166018,381,78,11
166027,1657,98,8
166045,,,1
166054,21,100,10
166063,17,94,7
166124,719,94,10
166133,1066,59,17
166294,12,83,7
166319,18,72,9
166328,16,63,10
166391,484,75,13
166407,0,,7
166452,317,76,10
166489,12,75,8
166498,31,97,11
166513,1624,84,18
166586,4,75,8
166595,8,88,9
166601,10,60,16
166629,4618,90,17
166638,1313,80,16
166647,656,62,18
166656,883,87,24
166674,366,89,9
166683,1116,99,8
166692,332,89,16
166805,14,93,16
166823,1281,59,17
166850,794,83,13
166869,,,10
166887,1118,62,19
166911,102,77,12
166939,511,91,10
166948,262,68,13
166957,596,61,13
166975,,,15
166984,54,87,9
167020,86,58,28
167039,11,64,10
167057,93,92,5
167224,17,82,4
167251,254,59,15
167260,379,71,17
167288,271,78,13
167297,15,67,12
167312,936,64,15
167321,107,54,11
167358,2891,96,14
167376,827,62,20
167394,187,86,13
167455,61,70,10
167525,366,58,18
167534,1007,53,18
167598,266,84,12
167631,226,55,14
167677,0,,5
167729,1074,81,15
167738,156,67,23
167783,338,86,10
167792,144,80,6
167835,643,94,9
167871,39,85,7
167899,510,83,13
167905,947,63,17
167987,1495,79,18
167996,610,90,12
168005,1159,76,11
168032,16,75,17
168148,1307,97,9
168218,590,94,7
168227,877,84,16
168254,680,76,13
168263,1285,77,17
168281,458,83,10
168290,215,76,11
168342,544,98,6
168421,1103,97,14
168430,775,82,16
168528,446,60,13
168546,346,84,11
168555,9,67,11
168573,,,20
168591,376,79,12
168607,316,61,13
168740,307,79,9
168786,390,78,13
168838,48,63,27
168847,85,42,24
168883,305,54,15
168892,8,88,4
169071,17,76,9
169080,1006,87,12
169187,20,85,10
169248,2964,76,20
169275,301,50,19
169284,92,72,14
169327,43,72,12
169363,184,69,10
169442,218,82,9
169479,279,73,14
169503,20,65,16
169521,891,73,17
169576,14,86,14
169655,242,67,9
169716,491,81,13
169734,33,61,16
169761,25,72,23
169798,2848,73,18
169910,704,72,16
169947,17,76,17
169974,160,38,13
169983,375,92,13
169992,264,67,15
170000,90,68,13
170037,347,76,20
170046,,,34
170055,1893,58,20
170082,4063,83,17
170091,39,46,7
170240,1564,57,24
170301,811,91,12
170417,0,,18
170444,830,54,18
170514,1,100,8
170532,453,92,13
170541,1040,59,22
170550,297,60,16
170587,148,52,18
170611,74,73,18
170620,0,,15
170639,398,75,16
170657,1968,59,13
170675,353,82,11
170736,50,60,20
170790,681,63,28
170806,198,80,11
170842,170,43,9
170967,150,65,11
170976,6176,97,12
171012,30,23,29
171100,7924,92,17
171128,1252,85,13
171137,908,80,15
171146,665,72,15
171155,438,51,21
171225,258,52,19
171234,96,55,16
171261,21,76,20
171298,57,49,33
171304,491,58,20
171313,,,30
171322,91,63,40
171395,254,59,16
171456,1222,73,21
171465,10,80,15
171483,0,,18
171492,298,78,16
171535,1179,48,25
171571,2453,78,21
171599,278,59,16
171775,12,58,16
171881,37,59,11
171988,48,81,19
171997,72,86,23
172015,83,80,38
172033,1,100,6
172051,1582,71,18
172200,1107,60,25
172264,300,63,11
172291,525,55,18
172307,615,53,17
172325,,,9
172334,366,77,12
172422,129,94,11
172440,75,60,9
172495,59,53,6
172608,,,12
172617,777,63,19
172635,1225,32,24
172644,2075,76,15
172671,155,65,13
172680,1,100,7
172699,3158,78,18
172802,1,100,11
172866,0,,8
172918,508,72,23
172927,,,15
172954,214,51,21
172963,783,57,28
173045,463,75,12
173063,372,59,20
173115,77,55,17
173124,816,68,22
173142,146,71,9
173160,610,83,12
173203,557,54,25
173258,527,97,9
173300,684,83,12
173328,281,69,15
173416,325,61,20
173452,164,80,14
173461,442,57,22
173470,10,80,8
173489,2,100,9
173559,808,57,21
173629,17,53,13
173638,287,66,20
173647,610,91,11
173665,536,83,13
173683,,,19
173708,374,67,21
173726,8,50,10
173735,239,54,17
173744,213,95,17
173799,468,53,24
173805,232,63,23
173887,133,41,17
173902,555,94,10
173911,404,64,18
173920,2436,73,23
173939,44,64,8
173966,,,8
173984,8,38,7
173993,206,54,20
174020,64,70,17
174066,5538,92,17
174075,200,66,21
174118,126,84,30
174127,115,83,13
174136,662,49,24
174154,1,100,11
174190,34,76,12
174206,11,55,10
174233,2049,77,18
174251,468,79,13
174279,23,22,11
174321,24,92,10
174358,944,71,20
174376,417,50,24
174385,0,,13
174394,1,0,5
174428,859,60,26
174437,246,69,14
174473,422,56,20
174491,464,80,18
174507,2,50,7
174525,21,71,16
174534,34,68,11
174570,46,48,17
174604,60,50,21
174738,768,55,21
174747,538,88,12
174756,524,54,23
174765,23,74,9
174783,1659,73,22
174792,497,88,12
174817,307,79,16
174844,752,93,11
174862,198,66,18
174899,431,84,14
174914,1368,85,15
174978,32,66,13
175005,369,78,11
175014,38,39,18
175041,699,55,26
175078,445,69,29
175120,,,18
175157,162,60,23
175227,1,0,10
175236,605,63,21
175263,206,57,16
175272,1630,76,20
175315,812,56,24
175342,545,76,16
175421,217,66,12
175430,81,63,12
175494,26,75,10
175519,523,52,26
175528,44,36,12
175573,655,63,23
175591,2,100,9
175607,3,67,20
175616,380,67,13
175643,739,61,22
175652,733,73,12
175698,10,80,5
175722,7,71,12
175786,2745,54,18
175810,1038,58,18
175829,1436,72,19
175856,1095,78,15
175883,1285,50,25
175935,503,60,21
175980,171,80,9
176008,688,57,18
176017,3564,85,18
176035,180,69,14
176044,459,65,14
176053,588,72,15
176062,11,91,20
176071,2085,63,22
176080,3149,80,19
176169,1030,67,22
176178,1761,59,23
176239,977,60,16
176318,267,71,19
176336,3,100,6
176354,646,60,24
176372,1726,74,17
176390,37,68,17
176406,153,82,11
176479,179,72,15
176628,182,71,12
176637,1,100,15
176664,55,69,14
176716,15,87,25
176770,7,29,11
176789,37,54,7
176798,14,71,12
176910,48,77,16
176947,291,64,14
176965,1746,70,18
176983,46,85,3
176992,8,75,15
177038,0,,4
177056,8,100,4
177065,394,58,34
177083,19,84,4
177117,124,66,7
177135,967,64,15
177144,220,76,15
177214,433,85,19
177250,624,57,19
177287,40,58,15
177302,338,57,30
177339,458,75,14
177418,157,68,11
177436,34,71,9
177472,2255,60,23
177542,168,57,12
177551,182,51,13
177579,0,,17
177588,4,50,25
177603,4,100,7
177676,933,59,19
177685,9,78,20
177719,,,12
177746,141,77,9
177816,8,88,5
177870,12,100,7
177931,13,62,4
177940,289,65,17
177968,1311,70,13
177977,503,79,12
177986,,,9
177995,2473,56,19
178004,1,0,8
178059,392,86,13
178077,18,72,16
178110,23,65,12
178183,7,86,12
178208,16,81,17
178217,744,67,23
178226,9,44,17
178244,264,63,20
178262,37,65,15
178305,0,,15
178314,7,71,10
178341,687,65,18
178350,1,100,9
178369,361,52,16
178387,845,64,17
178396,6060,86,20
178402,1060,73,14
178411,1244,86,18
178420,464,79,17
178448,904,56,21
178466,30,90,5
178484,73,81,17
178527,20,95,12
178615,1325,88,17
178624,1252,71,24
178679,126,79,17
178697,355,88,15
178721,156,75,12
178767,0,,12
178828,57,95,3
178891,517,68,16
178989,,,10
179043,437,89,12
179052,45,87,7
179070,0,,20
179159,1638,88,12
179195,6,100,16
179201,,,4
179229,7,57,7
179238,24,63,4
179256,19,53,9
179265,246,88,9
179308,2840,57,19
179326,455,67,15
179344,596,40,22
179450,,,16
179511,78,64,12
179539,947,59,17
179548,168,61,9
179557,1573,73,22
179566,2699,75,20
179645,714,61,24
179715,350,59,19
179867,1595,97,8
179894,487,77,13
179919,163,61,22
179946,257,78,14
179955,259,77,10
179964,193,76,10
179991,29,100,15
180054,91,46,12
180063,16,50,12
180081,172,51,15
180090,59,93,12
180106,315,80,12
180151,113,58,12
180160,37,46,11
180179,666,56,17
180197,285,56,15
180203,25,42,10
180212,40,55,10
180249,196,58,18
180258,150,54,13
180276,190,59,12
180328,73,56,13
180373,97,67,10
180391,14,93,15
180416,234,71,15
180461,2312,76,19
180489,1346,73,18
180522,179,59,14
180595,238,71,12
180647,17,38,15
180692,156,67,16
180771,6,83,12
180814,87,48,32
180832,32,66,11
180878,36,83,10
180902,710,65,14
180948,458,65,21
180957,8,75,10
180984,281,80,13
181002,963,91,11
181020,287,72,12
181093,96,69,14
181127,345,74,14
181136,14,79,10
181145,,,7
181190,46,72,10
181215,1007,80,15
181242,3,33,27
181297,27,70,12
181303,1077,47,14
181312,398,59,9
181330,367,59,10
181376,47,81,8
181394,1780,77,16
181400,3,0,27
181419,38,24,6
181428,,,5
181446,378,81,12
181464,4396,84,21
181491,749,69,17
181534,272,58,20
181543,3,100,6
181604,89,79,12
181640,1205,61,18
181738,169,75,10
181756,62,47,21
181765,70,66,15
181783,690,68,18
181792,,,4
181817,336,59,15
181853,94,56,14
181880,52,87,10
181941,166,72,12
182005,0,,24
182111,165,50,21
182148,81,61,24
182209,81,56,28
182281,3564,77,22
182290,3046,82,22
182306,17,65,17
182397,38,24,26
182458,91,64,11
182500,623,64,19
182564,0,,19
182634,399,76,13
182652,40,88,8
182661,153,62,14
182670,1112,98,8
182704,7,86,10
182722,11,82,13
182795,450,67,12
182865,20,60,9
182892,46,96,13
182917,17,82,4
182953,46,83,10
182980,324,61,18
182999,51,82,10
183026,1175,68,28
183035,,,12
183044,2749,86,19
183062,1254,76,16
183071,48,81,13
183080,923,74,16
183099,814,59,12
183105,75,67,7
183114,51,63,6
183123,212,62,10
183132,354,64,11
183141,279,58,10
183150,235,57,10
183202,6,83,11
183211,213,74,17
183239,508,90,11
183248,1,100,11
183257,23,52,12
183275,14,86,12
183488,76,57,15
183600,9,100,8
183655,1264,60,21
183725,115,83,12
183743,2559,67,19
183789,348,64,15
183804,,,25
183822,416,73,16
183859,2519,69,21
183877,1848,63,24
183910,330,84,12
183938,2021,63,25
183974,206,75,17
183983,65,85,18
184047,55,75,19
184056,140,79,20
184092,98,68,32
184144,33,85,10
184153,,,4
184180,1386,73,19
184205,798,66,23
184278,,,11
184320,,,20
184348,399,84,9
184357,6,67,4
184427,86,80,24
184481,2109,58,24
184506,42,64,17
184603,429,67,13
184612,151,79,14
184694,506,82,12
184746,106,81,10
184773,275,70,12
184782,1382,84,17
184791,1579,66,29
184816,20,70,13
184870,79,78,20
184959,71,66,11
184968,4,25,9
184995,2106,55,37
185129,577,72,14
185174,51,75,4
185262,1493,75,17
185332,79,76,18
185396,265,74,29
185466,152,97,25
185509,1190,67,18
185536,2066,62,20
185572,906,84,14
185590,3030,81,17
185624,,,10
185651,2,100,10
185679,2,100,10
185721,222,69,10
185730,31,52,19
185767,23,65,25
185828,957,84,17
185873,1810,71,26
185970,40,80,18
186016,32,91,16
186034,809,65,21
186052,425,76,15
186131,1284,98,6
186186,19,63,14
186201,901,88,18
186274,20,85,18
186283,909,81,12
186335,23,87,13
186371,494,82,11
186380,6393,92,16
186399,985,86,11
186405,,,6
186423,,,7
186432,607,81,13
186469,228,57,17
186584,1338,85,14
186593,19,74,12
186618,124,68,12
186645,1260,77,21
186867,622,96,10
186876,1066,87,17
186900,18,78,17
187000,57,84,25
187046,0,,15
187134,1402,93,13
187161,153,76,23
187198,1790,58,26
187444,1289,76,14
187505,300,53,21
187532,2480,59,24
187596,21,57,14
187602,15,100,24
187620,1112,59,23
187639,327,59,19
187648,654,59,19
187666,396,52,14
187745,18,67,7
187897,349,48,13
187903,264,62,18
187912,261,40,10
187958,292,58,18
187967,316,79,14
187976,62,45,14
187985,3470,79,19
187994,235,43,16
188003,194,45,19
188021,80,39,16
188030,1902,74,17
188049,270,57,22
188058,44,50,10
188100,700,52,20
188137,438,58,15
188146,201,64,15
188182,47,57,17
188216,123,36,16
188225,101,47,18
188261,55,69,15
188289,21,71,6
188304,208,55,16
188340,73,66,15
188429,903,83,11
188438,989,56,20
188465,26,54,18
188517,0,,11
188526,243,80,10
188641,535,75,12
188650,234,66,30
188669,27,74,3
188678,99,63,12
188687,20,30,25
188696,139,58,18
188854,161,81,20
188890,967,56,12
188915,9,89,6
188942,26,58,10
188988,91,60,23
189088,489,88,10
189097,573,95,10
189219,,,13
189228,520,59,22
189264,9,44,5
189273,18,22,10
189282,0,,7
189404,39,95,9
189413,220,49,20
189422,177,48,13
189459,53,74,15
189468,57,88,20
189477,54,72,20
189547,1433,58,20
189556,0,,12
189565,1,0,16
189574,96,39,15
189583,0,,16
189592,0,,30
189653,4,50,7
189705,680,86,12
189714,33,70,12
189811,29,48,10
189839,615,55,26
189848,345,73,12
189857,92,74,37
189954,15,67,20
189990,,,30
190008,14,79,3
190044,757,89,14
190053,321,55,18
190071,,,3
190099,759,95,9
190114,62,42,11
190150,1476,96,6
190169,339,64,17
190239,44,82,18
190248,153,75,12
190293,6,67,20
190309,1,0,20
190318,37,84,20
190372,173,96,8
190415,3223,97,9
190442,914,57,20
190451,12,50,9
190503,0,,15
190512,1245,90,16
190521,4528,65,26
190530,1638,61,20
190549,1183,82,14
190558,824,80,18
190567,1431,86,11
190576,,,13
190585,1118,60,19
190594,1921,86,11
190600,1850,79,17
190619,2534,67,24
190628,2523,66,24
190637,582,83,14
190646,43,65,19
190655,430,75,17
190664,1350,86,14
190673,3055,69,22
190691,953,77,21
190707,9,78,10
190716,251,78,9
190725,409,82,13
190752,12,50,8
190761,286,72,15
190770,235,68,13
190840,1941,63,23
190956,1,0,5
190974,53,45,10
190983,319,82,12
191083,2676,53,20
191126,1279,89,17
191199,1340,56,21
191205,149,63,15
191241,1944,89,14
191287,,,7
191302,634,53,19
191311,,,17
191339,1068,57,17
191409,0,,20
191515,491,96,9
191533,528,78,11
191597,0,,11
191612,684,56,21
191621,185,74,13
191630,638,87,11
191649,1612,80,14
191676,223,87,11
191719,2088,56,20
191728,262,78,16
191764,10,70,8
191834,238,59,16
191931,922,83,15
191940,,,10
191959,37,92,30
191968,1789,85,11
191986,968,59,17
192004,0,,26
192022,698,57,18
192040,32,97,6
192110,109,98,5
192156,64,73,17
192165,44,95,15
192192,224,73,14
192271,286,76,18
192323,622,86,13
192439,598,65,14
192448,631,75,11
192484,25,92,14
192509,88,32,13
192563,,,8
192624,27,100,17
192688,206,40,25
192703,755,84,12
192712,81,81,18
192749,475,79,12
192785,0,,8
192800,1,0,25
192819,1149,91,16
192828,23,65,9
192864,397,74,11
192925,313,63,17
192961,1,100,5
192970,,,6
193016,811,66,19
193052,17,88,31
193061,4,100,9
193070,12,100,7
193122,39,85,30
193186,24,92,16
193201,202,44,31
193247,34,65,10
193265,51,96,13
193283,1474,59,18
193292,492,90,10
193308,325,75,15
193326,3354,61,22
193353,448,74,14
193399,386,69,13
193478,4134,70,20
193584,423,83,9
193609,17,94,7
193645,473,53,15
193654,994,83,10
193672,,,12
193760,160,54,18
193858,171,85,20
193900,5613,92,10
193946,1397,62,17
193973,698,84,13
193991,30,87,19
194028,359,52,16
194091,773,75,14
194116,9,89,9
194161,216,64,12
194189,1,100,7
194222,2239,57,25
194240,1193,64,17
194259,9,100,11
194310,1758,76,14
194392,174,68,14
194435,11,73,20
194499,0,,28
194569,25,63,16
194578,688,85,8
194657,44,80,17
194666,36,97,43
194675,6,83,8
194693,14,50,9
194736,0,,14
194763,107,17,42
194824,1411,93,15
194879,31,55,11
194958,203,80,13
194967,1,100,21
195003,2553,86,13
195030,1472,96,10
195058,1452,71,22
195067,162,72,18
195128,295,81,12
195164,438,84,11
195173,566,81,17
195191,7,100,8
195216,629,90,11
195234,619,78,14
195243,332,77,14
195289,2,0,5
195304,427,85,10
195322,927,55,25
195438,12,40,12
195474,764,89,11
195526,660,95,8
195544,544,83,11
195702,3,100,7
195720,521,88,12
195784,90,71,13
195793,,,10
195809,2774,79,17
195845,31,65,16
195933,197,79,17
195988,367,50,18
196006,146,86,18
196015,117,76,17
196024,100,69,17
196033,178,77,20
196042,369,80,19
196051,84,77,11
196060,2564,81,18
196079,2585,89,20
196088,3636,88,13
196097,2708,89,16
196103,285,84,16
196112,275,75,18
196121,1079,82,17
196130,1320,73,16
196149,1206,81,16
196158,1096,79,15
196167,1128,90,20
196176,1104,89,15
196185,1119,87,19
196194,1504,80,18
196200,818,80,13
196219,773,79,15
196237,415,84,19
196246,953,81,16
196255,,,9
196264,101,57,15
196291,328,85,15
196307,,,6
196389,172,79,18
196413,3476,92,16
196431,49,100,19
196440,7,57,8
196477,553,43,23
196565,841,54,17
196583,53,38,10
196592,200,64,16
196653,0,,11
196680,,,15
196699,583,62,20
196857,174,65,30
196866,559,90,10
197018,512,92,20
197027,214,95,13
197036,1176,94,7
197045,486,72,11
197081,46,65,8
197133,655,95,8
197142,80,60,8
197151,655,82,9
197197,430,82,15
197221,26,85,8
197230,161,69,10
197285,39,72,17
197294,2070,66,16
197337,8,88,20
197522,183,85,39
197531,393,38,28
197601,20,81,11
197610,64,64,19
197647,27,81,9
197674,69,96,13
197692,24,92,11
197708,860,95,7
197735,111,98,15
197744,12,92,23
197814,391,55,13
197832,83,41,18
197850,190,58,15
197869,2883,88,16
197887,543,53,18
197911,215,74,11
197966,175,57,13
197984,285,63,16
197993,194,52,9
198011,139,47,12
198039,171,73,12
198066,242,59,11
198075,29,76,16
198084,186,60,21
198109,0,,6
198118,340,59,18
198136,771,72,16
198154,1089,70,13
198190,,,2
198206,119,59,8
198215,333,73,13
198233,486,71,11
198242,1,100,5
198251,581,58,16
198260,1710,55,19
198303,474,52,16
198321,335,56,10
198330,551,59,14
198367,279,57,14
198376,587,60,20
198385,482,95,10
198419,1730,97,7
198455,235,59,18
198464,4463,81,18
198491,328,32,26
198507,322,68,14
198516,1474,91,12
198525,30,50,20
198534,1068,48,20
198543,689,74,18
198552,819,56,13
198561,434,74,13
198570,556,72,20
198598,200,52,12
198613,392,74,14
198622,937,41,20
198640,204,53,11
198668,133,65,6
198677,6,50,7
198695,1158,77,15
198710,198,66,13
198729,135,57,14
198747,7,86,13
198756,232,66,11
198774,490,67,16
198808,226,66,15
198817,411,50,10
198835,311,76,12
198844,23,83,20
198862,395,55,17
198871,345,64,15
198899,417,56,11
198905,64,55,14
198914,80,65,14
198923,97,56,8
198941,0,,4
198950,415,79,12
198969,548,63,12
198978,4,100,35
198987,382,52,21
199005,22,91,15
199014,20,70,20
199023,83,53,8
199032,103,58,12
199069,200,70,13
199078,83,73,16
199087,378,57,25
199102,1768,79,18
199111,594,77,14
199120,3943,97,13
199139,3057,82,19
199148,2467,78,17
199157,922,77,15
199184,210,89,6
199193,4159,93,16
199209,218,56,13
199218,1935,84,17
199263,55,60,9
199272,311,60,13
199281,1033,68,15
199306,231,66,12
199315,29,55,9
199324,144,65,10
199333,1038,53,17
199412,315,73,10
199421,291,73,13
199449,224,60,15
199458,33,58,12
199467,76,61,13
199476,193,44,17
199485,268,54,11
199494,1633,33,11
199582,323,42,12
199607,180,75,11
199625,165,43,14
199634,478,54,16
199643,534,42,15
199670,0,,20
199689,26,85,15
199698,178,60,15
199713,25,44,14
199722,226,50,14
199731,143,65,15
199740,258,58,15
199759,63,79,20
199768,366,71,17
199786,392,61,15
199795,118,50,16
199838,190,78,16
199847,1230,93,11
199856,1629,72,18
199865,220,66,10
199883,,,10
199892,440,62,11
199908,319,60,11
199926,354,57,11
199953,201,45,15
199962,642,72,15
199971,2,100,12
199980,17,71,20
199999,724,79,14
200004,1614,78,16
200013,4,75,18
200022,0,,14
200059,163,57,11
200086,1,100,7
200110,28,71,13
200129,31,61,17
200156,257,66,13
200165,13,46,12
200192,186,62,14
200208,34,27,8
200217,423,76,15
200226,132,55,17
200253,349,67,13
200262,2,100,12
200280,1887,80,19
200305,743,71,12
200314,161,53,9
200332,2525,80,19
200341,146,47,18
200387,7,71,16
200466,0,,7
200484,43,63,11
200527,18,78,10
200554,15,33,8
200572,159,70,11
200590,6,33,7
200624,9,89,6
200633,53,55,14
200785,0,,12
200800,2722,74,19
200828,30,52,7
200846,283,61,17
200873,15,80,11
201016,16,31,9
201034,161,66,6
201061,54,67,8
201098,56,84,6
201104,621,77,13
201131,57,67,4
201140,,,7
201159,111,90,12
201177,0,,10
201195,762,81,13
201283,175,63,11
201371,250,70,12
201399,78,62,12
201432,330,51,19
201441,3330,76,19
201469,1,100,8
201478,100,100,6
201496,207,85,12
201539,38,58,4
201548,691,76,12
201584,38,97,20
201609,10,50,9
201618,6,50,9
201627,2,100,10
201645,1252,93,11
201654,779,88,13
201672,250,43,15
201681,119,72,10
201690,411,51,12
201751,46,52,4
201803,100,98,8
201821,0,,10
201858,103,74,14
201867,,,21
201885,4429,86,18
201928,988,42,15
201946,0,,16
201955,0,,18
201964,154,64,10
201973,289,48,14
201982,47,60,10
202046,137,81,9
202055,56,71,9
202073,60,93,7
202134,1729,70,17
202152,91,90,16
202161,85,81,22
202170,234,80,12
202222,1515,55,19
202356,1512,55,21
202435,7,29,8
202453,14,71,15
202480,1783,91,15
202514,240,53,11
202523,582,89,10
202639,12,75,9
202648,208,54,15
202657,112,72,13
202684,1,0,9
202736,32,50,14
202763,513,80,16
202806,9,22,11
202888,14,71,6
202903,58,78,12
202912,0,,6
202949,111,86,16
202985,20,90,15
203030,60,73,15
203085,351,68,13
203128,287,69,11
203146,124,95,12
203155,874,54,16
203225,73,70,19
203234,42,76,17
203289,12,75,10
203313,0,,18
203331,458,45,17
203368,792,85,13
203386,0,,14
203438,17,82,2
203447,77,55,22
203456,70,54,27
203465,598,64,22
203474,239,58,29
203483,145,61,21
203492,133,58,20
203517,4293,82,21
203526,263,57,26
203535,480,94,10
203544,49,63,8
203580,206,67,14
203599,720,45,16
203614,185,97,10
203678,427,58,14
203720,48,71,20
203739,12,25,9
203748,997,63,20
203757,209,59,11
203775,314,70,12
203845,385,74,10
203881,190,47,16
203942,41,78,7
203960,14,57,6
204006,593,62,18
204015,345,58,16
204024,3621,90,17
204060,43,26,12
204121,23,68,15
204158,172,84,5
204176,86,88,12
204185,552,78,13
204194,301,82,14
204200,312,67,11
204255,358,55,16
204264,403,71,13
204307,22,50,16
204316,0,,11
204334,28,79,7
204422,218,46,15
204431,13,62,12
204440,160,69,17
204459,24,83,14
204468,329,62,14
204486,91,62,26
204501,773,94,9
204592,26,62,16
204608,306,91,20
204617,237,70,15
204626,47,53,19
204635,613,88,12
204662,280,68,17
204671,381,64,18
204680,486,67,17
204699,406,70,17
204705,1056,63,25
204714,53,58,22
204723,32,84,27
204769,49,88,21
204778,54,70,21
204796,7121,94,18
204802,119,63,21
204820,341,50,20
204839,254,50,20
204848,410,65,22
204857,4233,80,18
204866,288,59,21
204884,35,57,11
204893,4,100,11
204909,536,79,10
204936,568,78,10
204945,1414,48,16
204963,48,54,16
204981,11,64,5
205027,14,100,5
205054,21,52,14
205090,,,8
205124,13,92,12
205142,7,86,12
205179,0,,20
205203,386,56,19
205391,74,77,12
205443,715,57,16
205470,1639,53,15
205513,19,37,11
205522,9,56,7
205531,6,100,4
205559,9,56,8
205568,5,40,5
205610,2,0,16
205647,1,100,12
205841,1399,42,22
205887,19,63,12
205957,426,87,14
205966,289,51,18
206002,17,100,4
206011,212,54,15
206039,17,76,9
206048,450,62,18
206084,3137,70,20
206093,63,65,30
206154,2,100,6
206172,57,54,18
206181,14,86,8
206224,33,48,9
206279,12,67,8
206321,16,88,11
206330,228,75,18
206349,102,72,6
206358,10,80,6
206394,10,70,6
206437,492,76,13
206446,211,71,11
206482,39,56,15
206491,70,33,8
206507,274,68,16
206525,549,80,13
206589,560,89,11
206604,2141,66,22
206613,168,71,27
206622,1284,85,12
206631,1,100,16
206695,1985,70,15
206783,4,50,12
206817,132,52,15
206835,177,62,15
206862,283,76,15
206880,44,84,9
206905,28,93,29
206914,526,62,19
206923,607,56,23
206932,11,100,17
206941,2038,66,20
206969,6,83,7
206996,501,44,22
207041,596,66,19
207050,280,42,22
207069,297,55,23
207087,15,87,9
207102,51,92,19
207157,40,68,6
207166,11,73,15
207209,237,67,18
207236,441,54,16
207254,298,82,20
207263,852,61,18
207272,16,75,10
207281,815,55,17
207290,728,51,21
207306,386,60,14
207324,526,75,14
207342,,,8
207351,96,67,18
207388,3701,81,20
207397,0,,19
207403,576,74,15
207449,1158,49,23
207458,349,79,11
207500,3694,85,18
207537,12,83,4
207564,19,21,17
207582,392,80,16
207607,34,85,14
207625,25,60,12
207661,225,65,19
207670,827,54,19
207689,108,62,9
207704,13,31,9
207722,172,76,12
207740,408,57,23
207786,28,93,25
207847,511,64,17
207856,155,44,11
207865,732,66,18
207935,1716,57,17
207962,522,70,30
207971,851,88,11
208017,10,60,8
208026,63,95,13
208035,273,48,15
208044,17,53,20
208053,37,76,7
208080,17,76,14
208123,,,8
208187,17,76,15
208239,150,51,14
208248,23,78,21
208275,328,35,14
208318,485,51,20
208390,876,53,22
208406,726,50,21
208415,81,53,14
208433,16,75,12
208479,142,75,40
208488,217,68,17
208512,28,93,10
208637,,,11
208646,340,58,25
208655,15,60,15
208725,30,63,8
208822,619,83,14
208859,25,72,10
208965,0,,15
209038,716,53,21
209056,473,84,12
209065,446,89,12
209074,809,52,19
209083,17,82,15
209108,2,50,6
209153,47,89,9
209205,10,80,15
209241,15,87,5
209250,1269,55,20
209287,51,75,14
209348,9,89,7
209409,82,70,15
209490,,,8
209506,342,73,19
209533,20,55,8
209542,3553,84,19
209551,3913,87,19
209603,60,83,7
209612,421,81,10
209667,36,81,11
209676,88,80,12
209694,49,85,8
209700,35,63,19
209719,3,100,9
209746,1176,60,22
209807,1517,73,19
209825,835,90,14
209922,354,90,9
209940,394,53,18
209986,12,83,12
210076,5,60,10
210100,10,70,14
210146,593,74,21
210155,431,61,16
210234,417,42,17
210270,100,42,17
210304,74,73,12
210331,222,77,14
210340,10,90,21
210359,6,33,30
210401,525,86,11
210429,823,70,17
210438,,,15
210456,,,13
210474,21,81,11
210483,53,57,14
210492,80,76,8
210571,655,76,15
210599,,,25
210605,2170,55,19
210669,601,83,10
210711,54,80,8
210739,417,84,14
210748,7,86,9
210775,389,77,12
210784,53,92,9
210809,,,274
210890,98,81,24
210906,59,76,10
210942,272,47,15
210951,35,86,18
210960,211,56,15
211006,45,75,23
211024,85,78,9
211079,291,53,17
211088,597,82,13
211149,19,74,11
211158,2208,78,21
211200,187,78,30
211273,365,91,8
211291,933,93,10
211307,1206,67,15
211316,33,94,7
211334,31,81,8
211343,651,62,18
211352,303,77,11
211361,1109,77,22
211398,42,68,15
211431,203,78,11
211440,1442,96,10
211468,140,69,10
211477,95,58,13
211556,92,77,9
211583,190,78,9
211608,344,55,14
211617,133,76,34
211635,0,,10
211644,847,74,19
211802,29,86,10
211820,14,71,14
211893,29,100,2
211909,51,92,12
211927,1269,61,19
211981,416,72,14
212009,626,90,10
212045,83,86,14
212054,3022,84,10
212072,24,75,9
212090,45,49,24
212106,1353,90,13
212115,1143,74,23
212133,360,78,11
212160,922,70,19
212197,530,79,11
212212,21,86,15
212230,17,94,22
212267,42,50,21
