UNITID,EFYTOTLT
167464,57
167525,6815
167525,6815
167534,11926
167534,11926
167598,2601
167598,1495
167598,1106
167631,3469
167631,3469
167677,220
167677,44
167677,176
167729,11888
167729,9397
167729,2491
167738,985
167738,985
167783,5634
167783,1834
167783,3800
167792,380
167792,380
167835,3377
167835,2703
167835,674
167871,137
167871,137
167899,3505
167899,2312
167899,1193
167905,9313
167905,9313
167987,10404
167987,8383
167987,2021
167996,2529
167996,2529
168005,9368
168005,6051
168005,3317
168032,78
168032,78
168148,12091
168148,5600
168148,6491
168218,2620
168218,2620
168227,4283
168227,4103
168227,180
168254,4205
168254,2758
168254,1447
168263,8472
168263,6644
168263,1828
168281,1669
168281,1669
168290,1561
168290,954
168290,607
168342,2268
168342,2214
168342,54
168421,6744
168421,4205
168421,2539
168430,10078
168430,6814
168430,3264
168528,1656
168528,1636
168528,20
168546,1337
168546,1337
168555,86
168555,86
168573,716
168573,716
168591,1451
168591,1451
168607,2206
168607,2206
168740,4899
168740,2445
168740,2454
168786,2419
168786,2170
168786,249
168838,3593
168838,3568
168838,25
168847,6204
168847,6162
168847,42
168883,2412
168883,2412
168892,105
168892,105
169071,91
169071,91
169080,4502
169080,4276
169080,226
169099,334
169099,334
169187,330
169187,330
169220,162
169220,162
169248,30683
169248,22140
169248,8543
169275,13692
169275,13692
169284,551
169284,551
169327,715
169327,584
169327,131
169363,999
169363,653
169363,346
169424,150
169424,150
169442,1483
169442,1420
169442,63
169479,12436
169479,9577
169479,2859
169503,339
169503,339
169521,14328
169521,14328
169576,134
169576,134
169628,1027
169628,1027
169655,1291
169655,1291
169716,5799
169716,3272
169716,2527
169734,454
169734,454
169761,412
169761,412
169798,27677
169798,22056
169798,5621
169910,17496
169910,16120
169910,1376
169947,80
169947,80
169974,1486
169974,1486
169983,2404
169983,1933
169983,471
169992,1365
169992,1365
170000,598
170000,598
170037,3593
170037,2710
170037,883
170046,878
170046,878
170055,24654
170055,24654
170082,28721
170082,23605
170082,5116
170091,242
170091,242
170240,20931
170240,20931
170301,3610
170301,3610
170417,707
170417,707
170444,7752
170444,7752
170514,120
170514,120
170532,1477
170532,1477
170541,14468
170541,14468
170550,7838
170550,7838
170587,2436
170587,2436
170611,207
170611,207
170620,5718
170620,5718
170639,2744
170639,2724
170639,20
170657,24605
170657,24605
170675,4669
170675,3268
170675,1401
170736,90
170736,90
170790,33730
170790,33730
170806,5470
170806,3854
170806,1616
170842,3279
170842,1298
170842,1981
170967,1387
170967,1371
170967,16
170976,45295
170976,29091
170976,16204
171012,223
171012,223
171100,54857
171100,41374
171100,13483
171128,7510
171128,5912
171128,1598
171137,10654
171137,8476
171137,2178
171146,10183
171146,8443
171146,1740
171155,6193
171155,6193
171225,5054
171225,5054
171234,2500
171234,2500
171261,124
171261,124
171298,4874
171298,4852
171298,22
171304,7147
171304,7147
171313,763
171313,763
171322,1612
171322,1612
171395,3841
171395,3841
171456,10477
171456,9446
171456,1031
171465,71
171465,71
171483,5391
171483,5391
171492,3866
171492,3480
171492,386
171535,41325
171535,41325
171571,23467
171571,19194
171571,4273
171599,1261
171599,1227
171599,34
171775,119
171775,119
171881,311
171881,308
171881,3
171988,253
171988,253
171997,461
171997,461
172015,584
172015,584
172033,495
172033,295
172033,200
172051,11832
172051,10272
172051,1560
172200,19896
172200,19896
172264,3405
172264,3050
172264,355
172291,5668
172291,5668
172307,3648
172307,3648
172325,1296
172325,1296
172334,5486
172334,3472
172334,2014
172422,540
172422,540
172440,596
172440,596
172477,3049
172477,3049
172495,219
172495,219
172608,4059
172608,1361
172608,2698
172617,20664
172617,20664
172635,26702
172635,26702
172644,33747
172644,22380
172644,11367
172671,1897
172671,1897
172680,83
172680,83
172699,27588
172699,20980
172699,6608
172705,300
172705,300
172802,47
172802,47
172866,170
172866,170
172918,4128
172918,4128
172927,331
172927,331
172954,2921
172954,2921
172963,12297
172963,12297
173045,4310
173045,3088
173045,1222
173063,4412
173063,4412
173115,2246
173115,2246
173124,6170
173124,5750
173124,420
173142,626
173142,626
173160,5005
173160,3460
173160,1545
173179,590
173179,590
173203,6000
173203,6000
173258,2089
173258,2089
173300,2652
173300,2603
173300,49
173328,4983
173328,2695
173328,2288
173416,4433
173416,4433
173452,1256
173452,1148
173452,108
173461,8477
173461,8477
173470,40
173470,40
173489,274
173489,274
173559,8312
173559,8312
173629,1442
173629,1316
173629,126
173638,5215
173638,5215
173647,2465
173647,2465
173665,7015
173665,2362
173665,4653
173683,137
173683,137
173708,8969
173708,8969
173726,48
173726,48
173735,1868
173735,1868
173744,824
173744,824
173799,8547
173799,8547
173805,1551
173805,1551
173887,1559
173887,1559
173896,806
173896,806
173902,2185
173902,2185
173911,5481
173911,5481
173920,18229
173920,15514
173920,2715
173939,212
173939,212
173957,296
173957,296
173966,615
173966,342
173966,273
173984,2089
173984,1498
173984,591
173993,2106
173993,2106
174020,11497
174020,10285
174020,1212
174066,64579
174066,44981
174066,19598
174075,3392
174075,3392
174118,295
174118,295
174127,850
174127,730
174127,120
174136,13495
174136,13495
174154,437
174154,437
174190,204
174190,204
174206,125
174206,125
174233,11893
174233,10652
174233,1241
174251,2078
174251,2078
174279,1441
174279,1309
174279,132
174321,168
174321,168
174358,7820
174358,7079
174358,741
174376,10843
174376,10843
174385,538
174385,538
174394,414
174394,414
174428,14197
174428,14197
174437,1355
174437,1351
174437,4
174473,5215
174473,5215
174491,3886
174491,3623
174491,263
174507,1066
174507,191
174507,875
174525,151
174525,151
174534,171
174534,171
174570,1939
174570,1939
174604,414
174604,414
174738,8316
174738,8316
174747,2082
174747,2082
174756,6403
174756,6403
174765,114
174765,114
174783,19624
174783,17266
174783,2358
174792,2060
174792,1894
174792,166
174817,7938
174817,2159
174817,5779
174844,3192
174844,3192
174862,1500
174862,1274
174862,226
174899,5083
174899,3286
174899,1797
174914,11487
174914,6643
174914,4844
174978,205
174978,205
175005,5808
175005,4103
175005,1705
175014,7500
175014,7500
175041,9690
175041,9690
175078,8193
175078,7625
175078,568
175120,658
175120,658
175139,141
175139,141
175157,849
175157,849
175227,1357
175227,1357
175236,5329
175236,5329
175263,2940
175263,2940
175272,9848
175272,9133
175272,715
175281,849
175281,849
175315,13821
175315,13821
175342,4356
175342,3539
175342,817
175421,5421
175421,3567
175421,1854
175430,643
175430,614
175430,29
175494,131
175494,131
175519,2783
175519,2783
175528,868
175528,868
175573,4122
175573,4122
175591,53
175591,53
175607,92
175607,92
175616,6087
175616,3085
175616,3002
175643,3181
175643,3181
175652,7540
175652,7540
175698,33
175698,33
175722,56
175722,56
175786,16141
175786,16141
175810,8905
175810,8905
175829,7641
175829,7641
175856,10948
175856,8058
175856,2890
175883,6061
175883,6061
175935,4759
175935,4759
175980,901
175980,788
175980,113
176008,4352
176008,4352
176017,24307
176017,19359
176017,4948
176035,3207
176035,2921
176035,286
176044,2629
176044,2295
176044,334
176053,5830
176053,3287
176053,2543
176062,94
176062,94
176071,13709
176071,13709
176080,22767
176080,18083
176080,4684
176169,3975
176169,3975
176178,10946
176178,10946
176239,6147
176239,6147
176318,1020
176318,1020
176336,52
176336,52
176354,2526
176354,2526
176372,17933
176372,14359
176372,3574
176390,229
176390,229
176406,960
176406,960
176451,77
176451,77
176479,5959
176479,3541
176479,2418
176600,187
176600,187
176619,486
176619,486
176628,2322
176628,1572
176628,750
176637,1021
176637,1021
176664,405
176664,332
176664,73
176716,147
176716,147
176770,1051
176770,981
176770,70
176789,376
176789,306
176789,70
176798,388
176798,388
176910,349
176910,349
176947,1181
176947,1181
176965,16396
176965,12210
176965,4186
176983,101
176983,101
176992,29
176992,29
177038,694
177038,128
177038,566
177056,122
177056,122
177065,29317
177065,27806
177065,1511
177083,103
177083,103
177092,760
177092,760
177117,287
177117,287
177126,649
177126,649
177135,7406
177135,7406
177144,950
177144,932
177144,18
177214,6312
177214,5641
177214,671
177250,5118
177250,5118
177278,186
177278,186
177287,304
177287,304
177302,1330
177302,1330
177339,2424
177339,2182
177339,242
177418,2413
177418,1521
177418,892
177427,284
177427,284
177436,42
177436,42
177472,19793
177472,19793
177542,1401
177542,1369
177542,32
177551,1665
177551,1665
177579,617
177579,617
177588,67
177588,67
177603,102
177603,102
177676,6867
177676,6867
177685,57
177685,57
177719,1231
177719,995
177719,236
177746,876
177746,876
177816,126
177816,55
177816,71
177834,3838
177834,3838
177870,13
177870,13
177931,47
177931,47
177940,3664
177940,3459
177940,205
177968,16086
177968,9670
177968,6416
177977,1441
177977,1441
177986,1099
177986,84
177986,1015
177995,28160
177995,28160
178004,275
178004,275
178059,6395
178059,3247
178059,3148
178077,152
178077,152
178110,255
178110,255
178183,282
178183,282
178208,1578
178208,378
178208,1200
178217,5533
178217,5533
178226,649
178226,649
178244,6109
178244,4254
178244,1855
178262,210
178262,210
178305,858
178305,858
178314,37
178314,37
178341,6518
178341,6464
178341,54
178350,126
178350,126
178369,1971
178369,1958
178369,13
178387,6713
178387,6467
178387,246
178396,38022
178396,28927
178396,9095
178402,20502
178402,13719
178402,6783
178411,9018
178411,6519
178411,2499
178420,20988
178420,16728
178420,4260
178448,8409
178448,8409
178466,156
178466,156
178484,438
178484,438
178518,366
178518,366
178527,58
178527,58
178615,6607
178615,6096
178615,511
178624,7765
178624,6120
178624,1645
178679,801
178679,801
178697,1651
178697,1651
178721,18513
178721,17320
178721,1193
178767,208
178767,208
178828,67
178828,67
178891,2490
178891,2490
178989,651
178989,486
178989,165
179043,3402
179043,2424
179043,978
179052,231
179052,231
179070,452
179070,452
179159,20106
179159,14692
179159,5414
179195,68
179195,68
179201,221
179201,221
179229,39
179229,39
179238,70
179238,70
179256,285
179256,285
179265,1397
179265,768
179265,629
179308,34766
179308,34766
179317,231
179317,231
179326,4372
179326,3251
179326,1121
179344,2553
179344,2553
179399,15
179399,15
179450,532
179450,471
179450,61
179511,670
179511,670
179539,7065
179539,7065
179548,954
179548,698
179548,256
179557,14099
179557,12212
179557,1887
179566,24747
179566,20400
179566,4347
179645,5840
179645,5840
179715,2397
179715,2397
179742,59
179742,59
179812,1049
179812,1049
179867,15365
179867,8132
179867,7233
179894,22850
179894,3742
179894,19108
179919,1031
179919,1031
179946,1067
179946,1067
179955,1139
179955,1139
179964,2976
179964,1213
179964,1763
179991,49
179991,49
180054,698
180054,698
180063,55
180063,55
180081,1183
180081,1183
180090,160
180090,160
180106,1481
180106,1481
180151,818
180151,818
180160,513
180160,513
180179,6097
180179,5500
180179,597
180197,3684
180197,3684
180203,278
180203,278
180212,642
180212,642
180249,2711
180249,2711
180258,1308
180258,1202
180258,106
180276,1921
180276,1921
180328,551
180328,551
180373,660
180373,660
180391,67
180391,67
180416,2380
180416,2145
180416,235
180461,17301
180461,14632
180461,2669
180489,16980
180489,14188
180489,2792
180522,1657
180522,1564
180522,93
180595,1127
180595,1032
180595,95
180647,1124
180647,1124
180692,1769
180692,1769
180771,51
180771,51
180814,12870
180814,8327
180814,4543
180832,1654
180832,1022
180832,632
180878,738
180878,644
180878,94
180902,11834
180902,11834
180948,3850
180948,2909
180948,941
180957,194
180957,194
180984,2715
180984,1698
180984,1017
181002,9130
181002,4376
181002,4754
181020,1138
181020,1138
181093,666
181093,553
181093,113
181127,1320
181127,1158
181127,162
181136,43
181136,43
181145,27
181145,27
181190,374
181190,374
181215,8529
181215,6092
181215,2437
181242,877
181242,832
181242,45
181297,1164
181297,904
181297,260
181303,27828
181303,27828
181312,8103
181312,8103
181330,1358
181330,1243
181330,115
181376,161
181376,161
181394,18142
181394,14430
181394,3712
181400,1264
181400,1179
181400,85
181419,259
181419,259
181428,3929
181428,967
181428,2962
181446,3856
181446,3574
181446,282
181464,27408
181464,20688
181464,6720
181491,6909
181491,6909
181534,3310
181534,2866
181534,444
181543,42
181543,42
181604,1124
181604,856
181604,268
181640,15491
181640,15491
181738,1004
181738,914
181738,90
181756,452
181756,452
181765,365
181765,365
181783,4424
181783,3380
181783,1044
181792,12
181792,12
181817,8143
181817,8143
181853,480
181853,469
181853,11
181880,276
181880,276
181941,829
181941,829
182005,54113
182005,54113
182111,1516
182111,1516
182148,1408
182148,1408
182209,672
182209,672
182281,33007
182281,26818
182281,6189
182290,21463
182290,17883
182290,3580
182306,4456
182306,4425
182306,31
182397,444
182397,444
182458,1221
182458,612
182458,609
182500,16017
182500,16017
182564,5238
182564,5238
182634,1456
182634,1456
182652,100
182652,100
182661,921
182661,720
182661,201
182670,6945
182670,4725
182670,2220
182704,150
182704,150
182722,179
182722,179
182795,2661
182795,1949
182795,712
182829,343
182829,343
182865,2796
182865,2796
182892,76
182892,76
182908,182
182908,182
182917,60
182917,60
182953,232
182953,232
182980,3177
182980,2025
182980,1152
182999,87
182999,87
183026,55135
183026,37244
183026,17891
183035,51
183035,51
183044,16255
183044,13326
183044,2929
183062,5561
183062,5317
183062,244
183071,1590
183071,1125
183071,465
183080,6787
183080,4428
183080,2359
183099,5896
183099,5896
183105,1473
183105,1473
183114,1761
183114,1761
183123,2257
183123,2257
183132,4986
183132,4986
183141,3361
183141,3361
183150,3265
183150,3265
183202,55
183202,55
183211,3182
183211,2087
183211,1095
183239,2031
183239,2031
183248,225
183248,225
183257,3288
183257,2690
183257,598
183275,81
183275,81
183488,687
183488,687
183600,37
183600,37
183655,9911
183655,9911
183725,855
183725,855
183743,22537
183743,22537
183789,5145
183789,5145
183804,7244
183804,2951
183804,4293
183822,2194
183822,2183
183822,11
183859,20816
183859,20816
183877,16530
183877,16530
183910,2557
183910,1796
183910,761
183938,19959
183938,19959
183974,2990
183974,1971
183974,1019
183983,106
183983,106
184047,294
184047,294
184056,881
184056,881
184092,1085
184092,1085
184144,196
184144,196
184153,62
184153,52
184153,10
184180,11757
184180,11757
184205,5042
184205,5042
184278,237
184278,237
184320,1816
184320,1816
184348,2794
184348,1834
184348,960
184357,37
184357,37
184427,369
184427,369
184481,16203
184481,16203
184506,216
184506,216
184603,10312
184603,7072
184603,3240
184612,2362
184612,1945
184612,417
184694,3330
184694,2453
184694,877
184746,280
184746,280
184773,2662
184773,1726
184773,936
184782,15394
184782,12356
184782,3038
184791,9914
184791,9914
184816,180
184816,180
184870,576
184870,576
184959,1519
184959,1519
184968,153
184968,153
184995,12675
184995,12675
185129,10286
185129,7505
185129,2781
185174,98
185174,98
185262,16963
185262,13820
185262,3143
185332,673
185332,673
185396,1748
185396,1748
185466,400
185466,400
185509,11073
185509,11073
185536,18516
185536,18516
185572,7196
185572,4965
185572,2231
185590,22534
185590,17477
185590,5057
185624,118
185624,118
185651,125
185651,125
185679,459
185679,459
185721,722
185721,722
185730,125
185730,125
185758,186
185758,186
185767,395
185767,395
185828,11955
185828,8345
185828,3610
185873,15152
185873,15152
185916,256
185916,256
185970,244
185970,244
186016,568
186016,568
186034,12591
186034,12591
186052,1109
186052,1109
186122,502
186122,502
186131,8258
186131,5502
186131,2756
186186,243
186186,243
186201,6789
186201,6480
186201,309
186274,306
186274,306
186283,5823
186283,4612
186283,1211
186335,84
186335,84
186371,7312
186371,5667
186371,1645
186380,54344
186380,38705
186380,15639
186399,13524
186399,8904
186399,4620
186405,16
186405,16
186423,57
186423,57
186432,3896
186432,2849
186432,1047
186469,1650
186469,1650
186584,11215
186584,6342
186584,4873
186593,242
186593,242
186618,1699
186618,1046
186618,653
186645,11867
186645,11867
186867,6443
186867,2913
186867,3530
186876,9790
186876,8677
186876,1113
186900,78
186900,78
187000,343
187000,343
187046,21495
187046,20143
187046,1352
187134,8420
187134,7162
187134,1258
187161,1010
187161,1010
187198,16490
187198,16490
187444,13628
187444,11671
187444,1957
187505,1715
187505,1715
187532,41205
187532,41205
187596,2747
187596,2746
187596,1
187602,142
187602,142
187620,11512
187620,11512
187639,5755
187639,5755
187648,7750
187648,5946
187648,1804
187666,5319
187666,5319
187745,564
187745,534
187745,30
187897,4795
187897,2980
187897,1815
187903,4956
187903,4956
187912,517
187912,517
187958,3497
187958,3497
187967,2503
187967,1760
187967,743
187976,1575
187976,1575
187985,33079
187985,24319
187985,8760
187994,4061
187994,4061
188003,3270
188003,3270
188021,1828
188021,1828
188030,19028
188030,15119
188030,3909
188049,3490
188049,3490
188058,2851
188058,2806
188058,45
188100,12500
188100,12500
188137,9299
188137,9299
188146,952
188146,952
188182,1219
188182,374
188182,845
188207,199
188207,199
188216,737
188216,737
188225,2505
188225,2505
188261,1108
188261,1108
188289,134
188289,134
188304,4794
188304,3826
188304,968
188340,2139
188340,2122
188340,17
188429,9442
188429,5548
188429,3894
188438,5315
188438,5315
188465,824
188465,824
188517,958
188517,958
188526,1647
188526,1079
188526,568
188535,608
188535,608
188580,859
188580,859
188641,2521
188641,1992
188641,529
188650,963
188650,963
188669,91
188669,91
188678,253
188678,253
188687,576
188687,576
188696,254
188696,254
188854,1961
188854,1961
188890,2329
188890,2329
188915,80
188915,80
188942,107
188942,107
188988,568
188988,568
189015,1130
189015,1130
189088,3431
189088,3071
189088,360
189097,2632
189097,2632
189219,335
189219,335
189228,6539
189228,6539
189264,64
189264,64
189273,55
189273,49
189273,6
189282,293
189282,293
189404,294
189404,294
189413,1371
189413,1295
189413,76
189422,1302
189422,1302
189459,2891
189459,2891
189468,244
189468,244
189477,334
189477,334
189501,1166
189501,1166
189547,8697
189547,8697
189556,717
189556,717
189565,785
189565,785
189574,972
189574,972
189583,1368
189583,1368
189592,860
189592,860
189653,66
189653,66
189705,5296
189705,3259
189705,2037
189714,398
189714,398
189811,749
189811,749
189839,7151
189839,7151
189848,1181
189848,1181
189857,742
189857,660
189857,82
189954,85
189954,85
189981,102
189981,102
189990,504
189990,504
190008,78
190008,78
190044,3868
190044,3174
190044,694
190053,2385
190053,2385
190071,105
190071,105
190080,101
190080,101
190099,3015
190099,3004
190099,11
190114,1689
190114,1186
190114,503
190150,29073
190150,8314
190150,20759
190169,2763
190169,2763
190239,290
190239,290
190248,1108
190248,1033
190248,75
190293,215
190293,215
190309,61
190309,61
190318,584
190318,584
190372,938
190372,873
190372,65
190415,22176
190415,14706
190415,7470
190424,1078
190424,1078
190442,5961
190442,5961
190451,446
190451,446
190503,4546
190503,4546
190512,22650
190512,18314
190512,4336
190521,31482
190521,31482
190530,15146
190530,15146
190549,21151
190549,16826
190549,4325
190558,17927
190558,16748
190558,1179
190567,18767
190567,15142
190567,3625
190576,7932
190576,1966
190576,5966
190585,9500
190585,9500
190594,28535
190594,20582
190594,7953
190600,18070
190600,15845
190600,2225
190619,24857
190619,24857
190628,25579
190628,25579
190637,16020
190637,13193
190637,2827
190646,8542
190646,8542
190655,20648
190655,20648
190664,23897
190664,19484
190664,4413
190673,21948
190673,21948
190682,405
190682,405
190691,10217
190691,10152
190691,65
190707,23
190707,23
190716,3585
190716,2300
190716,1285
190725,3309
190725,2446
190725,863
190752,58
190752,58
190761,2196
190761,1630
190761,566
190770,3816
190770,2565
190770,1251
190840,12984
190840,12984
190956,124
190956,124
190974,794
190974,794
190983,1747
190983,1528
190983,219
191083,20346
191083,20346
191126,12273
191126,12046
191126,227
191199,9513
191199,9513
191205,904
191205,854
191205,50
191241,17468
191241,9257
191241,8211
191287,911
191287,911
191302,3174
191302,3174
191311,354
191311,354
191320,113
191320,113
191339,8667
191339,8667
191409,84
191409,84
191515,2037
191515,2037
191533,1665
191533,1665
191597,682
191597,682
191612,5089
191612,5089
191621,1711
191621,1655
191621,56
191630,2457
191630,2453
191630,4
191649,12160
191649,7428
191649,4732
191676,1207
191676,1188
191676,19
191719,18125
191719,18125
191728,1415
191728,1415
191764,160
191764,160
191834,848
191834,848
191931,4775
191931,3805
191931,970
191940,79
191940,79
191959,118
191959,118
191968,7270
191968,6554
191968,716
191986,6311
191986,6311
192004,364
192004,364
192022,5535
192022,5535
192040,453
192040,164
192040,289
192110,973
192110,627
192110,346
192156,545
192156,545
192165,121
192165,121
192192,2355
192192,2129
192192,226
192271,2418
192271,2239
192271,179
192323,3986
192323,3107
192323,879
192439,9676
192439,5595
192439,4081
192448,12007
192448,8795
192448,3212
192484,231
192484,231
192509,1529
192509,1529
192554,346
192554,346
192563,424
192563,107
192563,317
192624,148
192624,148
192688,1248
192688,1248
192703,4030
192703,3484
192703,546
192712,896
192712,384
192712,512
192749,3495
192749,1923
192749,1572
192785,1042
192785,1042
192800,35
192800,35
192819,7191
192819,6112
192819,1079
192828,64
192828,64
192864,2002
192864,2002
192925,2736
192925,1955
192925,781
192961,129
192961,129
192970,20
192970,20
193016,15338
193016,10110
193016,5228
193052,282
193052,209
193052,73
193061,49
193061,46
193061,3
193070,84
193070,52
193070,32
193122,180
193122,180
193186,167
193186,167
193201,1392
193201,1392
193247,234
193247,170
193247,64
193265,115
193265,115
193283,9947
193283,9947
193292,7607
193292,6087
193292,1520
193308,11694
193308,10945
193308,749
193326,29651
193326,29651
193353,2882
193353,2412
193353,470
193399,2244
193399,1808
193399,436
193405,1104
193405,1104
193478,32115
193478,32115
193584,3299
193584,2134
193584,1165
193609,91
193609,91
193645,4877
193645,3967
193645,910
193654,12982
193654,9101
193654,3881
193672,105
193672,105
193751,1021
193751,1021
193760,1428
193760,1428
193821,1286
193821,1286
193830,1522
193830,1522
193858,423
193858,423
193894,470
193894,470
193900,57015
193900,29277
193900,27738
193946,7972
193946,7972
193973,4967
193973,3452
193973,1515
193991,71
193991,71
194028,2488
194028,2488
194073,403
194073,403
194091,8624
194091,4889
194091,3735
194116,727
194116,589
194116,138
194161,3840
194161,2308
194161,1532
194189,141
194189,141
194222,25572
194222,25572
194240,9282
194240,9282
194259,43
194259,43
194310,14745
194310,9594
194310,5151
194392,1040
194392,1040
194435,178
194435,178
194499,1027
194499,1027
194569,459
194569,459
194578,5360
194578,3768
194578,1592
194611,1911
194611,1911
194657,268
194657,172
194657,96
194666,320
194666,266
194666,54
194675,45
194675,31
194675,14
194693,57
194693,57
194718,57
194718,52
194718,5
194736,145
194736,145
194763,509
194763,275
194763,234
194824,6877
194824,5557
194824,1320
194879,330
194879,330
194958,2063
194958,1582
194958,481
194967,941
194967,941
195003,18467
195003,14957
195003,3510
195030,11704
195030,6778
195030,4926
195049,204
195049,204
195058,10300
195058,10300
195067,1183
195067,1183
195128,3369
195128,1885
195128,1484
195155,127
195155,127
195164,2421
195164,1930
195164,491
195173,3039
195173,2966
195173,73
195191,342
195191,342
195216,2633
195216,2501
195216,132
195234,5152
195234,2963
195234,2189
195243,2250
195243,2016
195243,234
195289,166
195289,166
195304,1913
195304,1549
195304,364
195322,8519
195322,8519
195438,250
195438,191
195438,59
195474,3415
195474,3333
195474,82
195526,2884
195526,2847
195526,37
195544,6172
195544,5088
195544,1084
195580,81
195580,81
195702,168
195702,168
195720,4392
195720,3058
195720,1334
195784,935
195784,935
195793,35
195793,35
195809,22797
195809,17126
195809,5671
195845,876
195845,876
195933,1183
195933,1183
195988,2180
195988,2180
196006,4068
196006,4068
196015,4881
196015,4881
196024,3906
196024,3906
196033,2802
196033,2802
196042,11277
196042,11277
196051,3710
196051,3710
196060,19555
196060,14437
196060,5118
196079,17508
196079,14050
196079,3458
196088,33155
196088,22326
196088,10829
196097,28376
196097,18699
196097,9677
196103,2419
196103,1816
196103,603
196112,2995
196112,2114
196112,881
196121,9304
196121,7912
196121,1392
196130,14204
196130,10665
196130,3539
196149,8135
196149,7025
196149,1110
196158,5835
196158,5441
196158,394
196167,6105
196167,5892
196167,213
196176,9140
196176,7756
196176,1384
196185,6929
196185,6606
196185,323
196194,9808
196194,8547
196194,1261
196200,4592
196200,4116
196200,476
196219,5130
196219,5011
196219,119
196228,345
196228,345
196237,5455
196237,5187
196237,268
196246,6867
196246,6344
196246,523
196255,2017
196255,450
196255,1567
196264,19891
196264,18133
196264,1758
196291,1993
196291,1793
196291,200
196307,1699
196307,318
196307,1381
196389,973
196389,973
196413,34357
196413,27004
196413,7353
196431,350
196431,350
196440,33
196440,25
196440,8
196468,5851
196468,5851
196477,4631
196477,4631
196565,9108
196565,9108
196583,180
196583,180
196592,18120
196592,8982
196592,9138
196653,1860
196653,1860
196680,52040
196680,48529
196680,3511
196699,4832
196699,4832
196857,2295
196857,2295
196866,2298
196866,2298
196884,255
196884,255
197018,2122
197018,1831
197018,291
197027,1006
197027,972
197027,34
197036,4609
197036,4609
197045,4782
197045,3255
197045,1527
197081,572
197081,572
197133,2651
197133,2651
197142,529
197142,529
197151,4978
197151,4170
197151,808
197197,2342
197197,1883
197197,459
197221,88
197221,88
197230,542
197230,542
197285,1594
197285,1594
197294,22318
197294,22318
197337,165
197337,165
197522,537
197522,537
197531,765
197531,765
197601,120
197601,120
197610,206
197610,189
197610,17
197647,161
197647,108
197647,53
197674,250
197674,220
197674,30
197692,98
197692,77
197692,21
197708,7161
197708,2915
197708,4246
197735,712
197735,569
197735,143
197744,265
197744,231
197744,34
197814,3603
197814,3603
197832,2001
197832,2001
197850,3996
197850,3996
197869,19449
197869,17231
197869,2218
197887,11718
197887,11718
197911,1151
197911,1133
197911,18
197966,2858
197966,2858
197984,1875
197984,1875
197993,740
197993,740
198011,2039
198011,2039
198039,3081
198039,3081
198066,736
198066,736
198075,212
198075,212
198084,2180
198084,2180
198109,543
198109,543
198118,5407
198118,5407
198136,7038
198136,5270
198136,1768
198154,13602
198154,13602
198190,81
198190,81
198206,2175
198206,2175
198215,1458
198215,1413
198215,45
198233,6513
198233,6513
198242,423
198242,423
198251,6793
198251,6793
198260,31896
198260,31896
198303,1458
198303,1452
198303,6
198321,4649
198321,4649
198330,7112
198330,7112
198367,4811
198367,4811
198376,5796
198376,5796
198385,1924
198385,1924
198419,17575
198419,7461
198419,10114
198455,8247
198455,8247
198464,30441
198464,23799
198464,6642
198491,3936
198491,3936
198507,2718
198507,2599
198507,119
198516,6663
198516,5815
198516,848
198525,48
198525,48
198534,19947
198534,19947
198543,7628
198543,6618
198543,1010
198552,12968
198552,12968
198561,6058
198561,3176
198561,2882
198570,8014
198570,8014
198598,1142
198598,1086
198598,56
198613,2670
198613,2670
198622,18430
198622,18430
198640,1960
198640,1960
198668,3176
198668,3176
198677,68
198677,68
198695,4264
198695,4055
198695,209
198710,3622
198710,3622
198729,1806
198729,1806
198747,617
198747,389
198747,228
198756,1625
198756,1625
198774,5520
198774,5520
198808,964
198808,964
198817,4783
198817,4783
198835,2138
198835,1622
198835,516
198844,151
198844,151
198862,1322
198862,1322
198871,804
198871,804
198899,1590
198899,1575
198899,15
198905,1046
198905,1046
198914,1709
198914,1709
198923,1796
198923,1796
198941,201
198941,201
198950,2089
198950,1755
198950,334
198969,2821
198969,2565
198969,256
198978,5666
198978,5666
198987,4124
198987,4124
199005,17
199005,17
199014,54
199014,54
199023,1245
199023,1245
199032,1151
199032,892
199032,259
199069,4558
199069,4518
199069,40
199078,250
199078,250
199087,5035
199087,5035
199102,12105
199102,10105
199102,2000
199111,4536
199111,4479
199111,57
199120,31614
199120,19370
199120,12244
199139,30835
199139,24546
199139,6289
199148,21170
199148,17087
199148,4083
199157,9163
199157,7005
199157,2158
199184,928
199184,812
199184,116
199193,39135
199193,27891
199193,11244
199209,2041
199209,2041
199218,15918
199218,14167
199218,1751
199263,938
199263,938
199272,1230
199272,1230
199281,7431
199281,6472
199281,959
199306,2375
199306,1080
199306,1295
199315,495
199315,261
199315,234
199324,2252
199324,2252
199333,13226
199333,13226
199412,2780
199412,2016
199412,764
199421,3829
199421,3829
199449,3467
199449,3467
199458,203
199458,203
199467,1211
199467,1211
199476,3286
199476,3286
199485,2754
199485,2754
199494,9807
199494,9807
199582,1316
199582,1316
199607,1294
199607,1049
199607,245
199625,1539
199625,1539
199634,5994
199634,5994
199643,2280
199643,2122
199643,158
199670,134
199670,134
199689,323
199689,323
199698,670
199698,625
199698,45
199713,162
199713,162
199722,2089
199722,2089
199731,3632
199731,3632
199740,4569
199740,4569
199759,3229
199759,772
199759,2457
199768,4570
199768,4570
